number,final record date
58600,2024-09-19 16:00:00+08:00
58601,2024-09-19 16:00:00+08:00
58602,2024-09-19 16:00:00+08:00
58604,2024-09-19 16:00:00+08:00
58605,2024-09-19 16:00:00+08:00
58606,2024-09-19 16:00:00+08:00
58607,2024-09-19 16:00:00+08:00
58608,2024-09-19 16:00:00+08:00
58609,2024-09-19 16:00:00+08:00
58612,2024-09-19 16:00:00+08:00
58614,2024-09-19 17:00:00+08:00
58615,2024-09-19 16:00:00+08:00
58616,2024-09-19 16:00:00+08:00
58618,2024-09-19 17:00:00+08:00
58619,2024-09-19 17:00:00+08:00
58620,2024-09-19 16:00:00+08:00
58622,2024-09-19 16:00:00+08:00
58623,2024-09-19 17:00:00+08:00
58624,2024-09-19 17:00:00+08:00
58625,2024-09-19 17:00:00+08:00
58626,2024-09-19 16:00:00+08:00
58627,2024-09-19 16:00:00+08:00
58629,2024-09-19 17:00:00+08:00
58631,2024-09-19 17:00:00+08:00
58632,2024-09-19 17:00:00+08:00
58633,2024-09-19 18:00:00+08:00
58634,2024-09-19 17:00:00+08:00
58635,2024-09-19 17:00:00+08:00
58637,2024-09-19 17:00:00+08:00
58642,2024-09-19 18:00:00+08:00
58643,2024-09-19 18:00:00+08:00
58644,2024-09-19 18:00:00+08:00
58645,2024-09-19 17:00:00+08:00
58646,2024-09-19 18:00:00+08:00
58647,2024-09-19 18:00:00+08:00
58648,2024-09-19 18:00:00+08:00
58652,2024-09-19 18:00:00+08:00
58654,2024-09-19 18:00:00+08:00
58656,2024-09-19 18:00:00+08:00
58657,2024-09-19 18:00:00+08:00
58658,2024-09-19 18:00:00+08:00
58659,2024-09-19 18:00:00+08:00
58660,2024-09-19 18:00:00+08:00
58664,2024-09-19 18:00:00+08:00
58665,2024-09-19 18:00:00+08:00
58666,2024-09-19 18:00:00+08:00
58667,2024-09-19 18:00:00+08:00
58693,2024-09-19 17:00:00+08:00
58701,2024-09-19 17:00:00+08:00
58704,2024-09-19 17:00:00+08:00
58705,2024-09-19 17:00:00+08:00
58706,2024-09-19 17:00:00+08:00
58707,2024-09-19 17:00:00+08:00
58710,2024-09-19 17:00:00+08:00
58712,2024-09-19 17:00:00+08:00
58713,2024-09-19 16:00:00+08:00
58714,2024-09-19 17:00:00+08:00
58715,2024-09-19 17:00:00+08:00
58718,2024-09-19 17:00:00+08:00
58719,2024-09-19 17:00:00+08:00
58724,2024-09-19 18:00:00+08:00
58725,2024-09-19 18:00:00+08:00
58730,2024-09-19 18:00:00+08:00
58731,2024-09-19 18:00:00+08:00
58734,2024-09-19 18:00:00+08:00
58735,2024-09-19 18:00:00+08:00
58736,2024-09-19 18:00:00+08:00
58737,2024-09-19 18:00:00+08:00
58742,2024-09-19 18:00:00+08:00
58744,2024-09-19 18:00:00+08:00
58745,2024-09-19 18:00:00+08:00
58746,2024-09-19 18:00:00+08:00
58747,2024-09-19 18:00:00+08:00
58748,2024-09-19 18:00:00+08:00
58749,2024-09-19 18:00:00+08:00
58750,2024-09-19 18:00:00+08:00
58751,2024-09-19 18:00:00+08:00
58752,2024-09-19 18:00:00+08:00
58754,2024-09-19 18:00:00+08:00
58760,2024-09-19 18:00:00+08:00
58804,2024-09-19 17:00:00+08:00
58806,2024-09-19 17:00:00+08:00
58813,2024-09-19 17:00:00+08:00
58814,2024-09-19 17:00:00+08:00
58818,2024-09-19 18:00:00+08:00
58819,2024-09-19 18:00:00+08:00
58820,2024-09-19 18:00:00+08:00
58821,2024-09-19 18:00:00+08:00
58822,2024-09-19 18:00:00+08:00
58823,2024-09-19 18:00:00+08:00
58824,2024-09-19 18:00:00+08:00
58826,2024-09-19 18:00:00+08:00
58828,2024-09-19 18:00:00+08:00
58834,2024-09-19 18:00:00+08:00
58836,2024-09-19 18:00:00+08:00
58837,2024-09-19 18:00:00+08:00
58839,2024-09-19 18:00:00+08:00
58843,2024-09-19 18:00:00+08:00
58844,2024-09-19 18:00:00+08:00
58845,2024-09-19 18:00:00+08:00
58846,2024-09-19 18:00:00+08:00
58847,2024-09-19 18:00:00+08:00
58848,2024-09-19 18:00:00+08:00
58850,2024-09-19 18:00:00+08:00
58903,2024-09-19 17:00:00+08:00
58905,2024-09-19 17:00:00+08:00
58906,2024-09-19 17:00:00+08:00
58907,2024-09-19 16:00:00+08:00
58911,2024-09-19 18:00:00+08:00
58912,2024-09-19 18:00:00+08:00
58917,2024-09-19 18:00:00+08:00
58918,2024-09-19 18:00:00+08:00
58921,2024-09-19 18:00:00+08:00
58923,2024-09-19 18:00:00+08:00
58926,2024-09-19 18:00:00+08:00
58927,2024-09-19 18:00:00+08:00
58928,2024-09-19 18:00:00+08:00
58929,2024-09-19 18:00:00+08:00
58931,2024-09-19 18:00:00+08:00
58932,2024-09-19 18:00:00+08:00
58933,2024-09-19 18:00:00+08:00
58934,2024-09-19 18:00:00+08:00
58935,2024-09-19 18:00:00+08:00
58936,2024-09-19 18:00:00+08:00
58938,2024-09-19 18:00:00+08:00
58940,2024-09-19 18:00:00+08:00
58941,2024-09-19 18:00:00+08:00
58942,2024-09-19 18:00:00+08:00
58944,2024-09-19 18:00:00+08:00
58946,2024-09-19 18:00:00+08:00
59001,2024-09-19 16:00:00+08:00
59004,2024-09-19 16:00:00+08:00
59007,2024-09-19 15:00:00+08:00
59012,2024-09-19 16:00:00+08:00
59015,2024-09-19 16:00:00+08:00
59017,2024-09-19 16:00:00+08:00
59021,2024-09-19 16:00:00+08:00
59022,2024-09-19 16:00:00+08:00
59023,2024-09-19 16:00:00+08:00
59025,2024-09-19 16:00:00+08:00
59027,2024-09-19 16:00:00+08:00
59031,2024-09-19 16:00:00+08:00
59033,2024-09-19 16:00:00+08:00
59034,2024-09-19 16:00:00+08:00
59037,2024-09-19 16:00:00+08:00
59038,2024-09-19 16:00:00+08:00
59041,2024-09-19 16:00:00+08:00
59044,2024-09-19 16:00:00+08:00
59045,2024-09-19 16:00:00+08:00
59046,2024-09-19 16:00:00+08:00
59047,2024-09-19 16:00:00+08:00
59051,2024-09-19 16:00:00+08:00
59052,2024-09-19 16:00:00+08:00
59053,2024-09-19 16:00:00+08:00
59055,2024-09-19 16:00:00+08:00
59057,2024-09-19 16:00:00+08:00
59058,2024-09-19 16:00:00+08:00
59059,2024-09-19 16:00:00+08:00
59061,2024-09-19 16:00:00+08:00
59063,2024-09-19 18:00:00+08:00
59064,2024-09-19 16:00:00+08:00
59065,2024-09-19 16:00:00+08:00
59071,2024-09-19 16:00:00+08:00
59072,2024-09-19 16:00:00+08:00
59074,2024-09-19 16:00:00+08:00
59075,2024-09-19 16:00:00+08:00
59081,2024-09-19 16:00:00+08:00
59082,2024-09-19 16:00:00+08:00
59087,2024-09-19 16:00:00+08:00
59088,2024-09-19 16:00:00+08:00
59090,2024-09-19 16:00:00+08:00
59091,2024-09-19 16:00:00+08:00
59092,2024-09-19 16:00:00+08:00
59093,2024-09-19 17:00:00+08:00
59094,2024-09-19 16:00:00+08:00
59096,2024-09-19 16:00:00+08:00
59097,2024-09-19 16:00:00+08:00
59099,2024-09-19 16:00:00+08:00
59102,2024-09-19 17:00:00+08:00
59106,2024-09-19 16:00:00+08:00
59107,2024-09-19 16:00:00+08:00
59109,2024-09-19 16:00:00+08:00
59113,2024-09-19 18:00:00+08:00
59114,2024-09-19 16:00:00+08:00
59116,2024-09-19 16:00:00+08:00
59117,2024-09-19 16:00:00+08:00
59122,2024-09-19 18:00:00+08:00
59124,2024-09-19 18:00:00+08:00
59125,2024-09-19 18:00:00+08:00
59126,2024-09-19 18:00:00+08:00
59127,2024-09-19 18:00:00+08:00
59129,2024-09-19 18:00:00+08:00
59130,2024-09-19 18:00:00+08:00
59131,2024-09-19 18:00:00+08:00
59133,2024-09-19 18:00:00+08:00
59134,2024-09-19 18:00:00+08:00
59137,2024-09-19 18:00:00+08:00
59205,2024-09-19 15:00:00+08:00
59209,2024-09-19 16:00:00+08:00
59211,2024-09-19 16:00:00+08:00
59213,2024-09-19 16:00:00+08:00
59215,2024-09-19 16:00:00+08:00
59218,2024-09-19 16:00:00+08:00
59224,2024-09-19 16:00:00+08:00
59227,2024-09-19 16:00:00+08:00
59228,2024-09-19 16:00:00+08:00
59229,2024-09-19 16:00:00+08:00
59230,2024-09-19 16:00:00+08:00
59235,2024-09-19 16:00:00+08:00
59237,2024-09-19 16:00:00+08:00
59238,2024-09-19 16:00:00+08:00
59241,2024-09-19 16:00:00+08:00
59242,2024-09-19 16:00:00+08:00
59246,2024-09-19 16:00:00+08:00
59249,2024-09-19 16:00:00+08:00
59254,2024-09-19 16:00:00+08:00
59255,2024-09-19 16:00:00+08:00
59256,2024-09-19 16:00:00+08:00
59264,2024-09-19 16:00:00+08:00
59265,2024-09-19 16:00:00+08:00
59266,2024-09-19 16:00:00+08:00
59268,2024-09-19 16:00:00+08:00
59269,2024-09-19 16:00:00+08:00
59270,2024-09-19 16:00:00+08:00
59271,2024-09-19 16:00:00+08:00
59276,2024-09-19 16:00:00+08:00
59278,2024-09-19 16:00:00+08:00
59279,2024-09-19 16:00:00+08:00
59280,2024-09-19 16:00:00+08:00
59284,2024-09-19 16:00:00+08:00
59285,2024-09-19 16:00:00+08:00
59287,2024-09-19 16:00:00+08:00
59288,2024-09-19 16:00:00+08:00
59289,2024-09-19 16:00:00+08:00
59290,2024-09-19 16:00:00+08:00
59293,2024-09-19 16:00:00+08:00
59294,2024-09-19 16:00:00+08:00
59297,2024-09-19 16:00:00+08:00
59298,2024-09-19 16:00:00+08:00
59303,2024-09-19 16:00:00+08:00
59304,2024-09-19 16:00:00+08:00
59306,2024-09-19 16:00:00+08:00
59310,2024-09-19 16:00:00+08:00
59312,2024-09-19 16:00:00+08:00
59313,2024-09-19 16:00:00+08:00
59314,2024-09-19 16:00:00+08:00
59315,2024-09-19 16:00:00+08:00
59316,2024-09-19 16:00:00+08:00
59317,2024-09-19 16:00:00+08:00
59318,2024-09-19 16:00:00+08:00
59319,2024-09-19 16:00:00+08:00
59320,2024-09-19 18:00:00+08:00
59321,2024-09-19 18:00:00+08:00
59322,2024-09-19 18:00:00+08:00
59324,2024-09-19 16:00:00+08:00
59417,2024-09-19 16:00:00+08:00
59419,2024-09-19 16:00:00+08:00
59421,2024-09-19 16:00:00+08:00
59425,2024-09-19 16:00:00+08:00
59426,2024-09-19 16:00:00+08:00
59427,2024-09-19 16:00:00+08:00
59429,2024-09-19 16:00:00+08:00
59431,2024-09-19 16:00:00+08:00
59432,2024-09-19 16:00:00+08:00
59435,2024-09-19 16:00:00+08:00
59441,2024-09-19 16:00:00+08:00
59446,2024-09-19 16:00:00+08:00
59448,2024-09-19 16:00:00+08:00
59449,2024-09-19 16:00:00+08:00
59451,2024-09-19 16:00:00+08:00
59452,2024-09-19 16:00:00+08:00
59453,2024-09-19 16:00:00+08:00
59454,2024-09-19 16:00:00+08:00
59456,2024-09-19 16:00:00+08:00
59457,2024-09-19 16:00:00+08:00
59462,2024-09-19 16:00:00+08:00
59469,2024-09-19 16:00:00+08:00
59470,2024-09-19 16:00:00+08:00
59471,2024-09-19 16:00:00+08:00
59473,2024-09-19 16:00:00+08:00
59475,2024-09-19 16:00:00+08:00
59476,2024-09-19 16:00:00+08:00
59477,2024-09-19 16:00:00+08:00
59478,2024-09-19 16:00:00+08:00
59480,2024-09-19 16:00:00+08:00
59481,2024-09-19 16:00:00+08:00
59485,2024-09-19 16:00:00+08:00
59487,2024-09-19 16:00:00+08:00
59488,2024-09-19 16:00:00+08:00
59492,2024-09-19 16:00:00+08:00
59493,2024-09-19 16:00:00+08:00
59500,2024-09-19 16:00:00+08:00
59501,2024-09-19 16:00:00+08:00
59502,2024-09-19 16:00:00+08:00
59626,2024-09-19 16:00:00+08:00
59631,2024-09-19 16:00:00+08:00
59632,2024-09-19 16:00:00+08:00
59635,2024-09-19 16:00:00+08:00
59640,2024-09-19 16:00:00+08:00
59644,2024-09-19 16:00:00+08:00
59647,2024-09-19 16:00:00+08:00
59650,2024-09-19 16:00:00+08:00
59653,2024-09-19 16:00:00+08:00
59654,2024-09-19 16:00:00+08:00
59655,2024-09-19 16:00:00+08:00
59656,2024-09-19 16:00:00+08:00
59658,2024-09-19 16:00:00+08:00
59659,2024-09-19 16:00:00+08:00
59663,2024-09-19 16:00:00+08:00
59664,2024-09-19 16:00:00+08:00
59673,2024-09-19 16:00:00+08:00
59750,2024-09-19 16:00:00+08:00
59754,2024-09-19 16:00:00+08:00
59757,2024-09-19 18:00:00+08:00
59758,2024-09-19 18:00:00+08:00
59838,2024-09-19 18:00:00+08:00
59842,2024-09-19 18:00:00+08:00
59843,2024-09-19 18:00:00+08:00
59845,2024-09-19 18:00:00+08:00
59847,2024-09-19 18:00:00+08:00
59848,2024-09-19 18:00:00+08:00
59849,2024-09-19 18:00:00+08:00
59851,2024-09-19 18:00:00+08:00
59854,2024-09-19 18:00:00+08:00
59855,2024-09-19 18:00:00+08:00
59856,2024-09-19 18:00:00+08:00
59940,2024-09-19 18:00:00+08:00
59941,2024-09-19 18:00:00+08:00
59945,2024-09-19 18:00:00+08:00
59948,2024-09-19 18:00:00+08:00
59951,2024-09-19 18:00:00+08:00
59954,2024-09-19 18:00:00+08:00
59981,2024-09-19 18:00:00+08:00
59985,2024-08-27 19:00:00+08:00
